GeneID	Symbol	LogFoldChange	P-Value
4215	MAP3K3	0,0665	0,000076
4216	MAP3K4	0,1974	0,00063
4217	MAP3K5	0,197	0,0089
4218	RAB8A	0,3052	0,00000027
4221	MEN1	-0,1848	0,000048
4222	MEOX1	0,0136	0,47
4223	MEOX2	0,0073	0,29
4224	MEP1A	-0,0184	0,65
4225	MEP1B	-0,0966	0,1
4232	MEST	-0,2133	0,0083
4233	MET	0,0669	0,02
4234	METTL1	-0,0704	0,14
4236	MFAP1	0,1264	0,0046
4237	MFAP2	0,1303	0,0017
4239	MFAP4	0,0801	0,075
4240	MFGE8	-0,0667	0,13
4241	MFI2	0,0237	0,31
4242	MFNG	0,0402	0,029
4245	MGAT1	0,1583	0,000032
4246	SCGB2A1	0,0617	0,038
4247	MGAT2	-0,0958	0,0038
4248	MGAT3	-0,0956	0,00019
4249	MGAT5	0,0499	0,11
4250	SCGB2A2	0,0108	0,63
4253	CTAGE5	0,0206	0,034
4254	KITLG	0,0255	0,16
4255	MGMT	0,0705	0,08
4256	MGP	0,1148	0,029
4257	MGST1	0,201	0,0014
4258	MGST2	0,0803	0,017
4259	MGST3	-0,2459	0,000041
4261	CIITA	-0,0018	0,0009
4267	CD99	0,8002	0,000000045
4276	MICA	0,2024	0,000018
4277	MICB	0,1393	0,0027
4281	MID1	0,2612	0,00049
4282	MIF	-0,4173	0,000000091
4283	CXCL9	0,0562	0,49
4284	MIP	-0,0344	0,33
4285	MIPEP	0,0834	0,028
4286	MITF	0,0796	0,07
4287	ATXN3	0,0267	0,0065
4288	MKI67	-0,0194	0,042
4289	MKLN1	0,2414	0,000003
4291	MLF1	-0,0653	0,02
4292	MLH1	0,0646	0,22
4293	MAP3K9	-0,1706	0,00081
4294	MAP3K10	-0,2018	0,000029
4295	MLN	0,0205	0,57
4296	MAP3K11	0,2107	0,0000052
4297	MLL	0,0854	0,0003
4298	MLLT1	-0,0449	0,065
4299	AFF1	0,3688	0,0000000016
4300	MLLT3	-0,2104	0,00001
4301	MLLT4	0,0935	0,0000021
4302	MLLT6	0,0738	0,031
4303	FOXO4	0,072	0,34
4306	NR3C2	0,173	0,0052
4308	TRPM1	-0,0238	0,08
4311	MME	-0,6946	0,0000000000002
4312	MMP1	0,0107	0,51
4313	MMP2	0,1783	0,000025
4314	MMP3	-0,0242	0,32
4316	MMP7	-0,0061	0,83
4317	MMP8	0,028	0,41
4318	MMP9	0,0572	0,17
4319	MMP10	-0,0325	0,29
4320	MMP11	0,0084	0,26
4321	MMP12	-0,0245	0,5
4322	MMP13	-0,0389	0,2
4323	MMP14	-0,0084	0,42
4324	MMP15	0,0056	0,025
4325	MMP16	-0,0116	0,052
4326	MMP17	-0,2261	0,000003
4327	MMP19	-0,026	0,31
4329	ALDH6A1	0,3353	0,00000055
4330	MN1	-0,4658	0,000000000023
4331	MNAT1	-0,1036	0,0037
4332	MNDA	0,0007	0,99
4335	MNT	0,0508	0,12
4336	MOBP	0,2916	0,0084
4337	MOCS1	0,0971	0,0014
4338	MOCS2	-0,3156	0,000019
4340	MOG	0,0054	0,49
4342	MOS	-0,0254	0,41
4343	MOV10	0,1143	0,00017
4345	CD200	-0,5126	0,00000015
4350	MPG	-0,1348	0,002
4351	MPI	-0,0292	0,018
4352	MPL	0,0279	0,034
4353	MPO	0,0417	0,018
4354	MPP1	-0,2453	0,0000026
4355	MPP2	-0,0171	0,68
4356	MPP3	0,0202	0,62
4357	MPST	0,2159	0,00000097
4358	MPV17	-0,0717	0,031
4359	MPZ	-0,0518	0,3
4360	MRC1	-0,0312	0,7
4361	MRE11A	0,076	0,00034
4363	ABCC1	0,0545	0,00037
4430	MYO1B	0,025	0,095
4435	CITED1	-0,07	0,25
4436	MSH2	-0,4772	0,000004
4437	MSH3	0,0002	0,00012
4438	MSH4	-0,0105	0,74
4439	MSH5	0,0661	0,019
4440	MSI1	0	0,54
4477	MSMB	-0,0097	0,14
4478	MSN	0,2385	0,0000048
4481	MSR1	0,0191	0,011
4482	MSRA	-0,0528	0,0017
4485	MST1	0,143	0,000072
4486	MST1R	-0,0067	0,89
4487	MSX1	0,129	0,000029
4488	MSX2	0,0007	0,35
4493	MT1E	0,5773	0,0000057
4494	MT1F	0,7986	0,0000000095
4495	MT1G	0,4263	0,000000099
4496	MT1H	0,7142	0,00000047
4498	MT1JP	0,8433	0,0000000095
4499	MT1M	0,6926	0,0021
4501	MT1X	0,743	0,00001
4502	MT2A	0,6332	0,0000044
4504	MT3	0,3345	0,000047
4507	MTAP	0,0088	0,019
4515	MTCP1	0,0153	0,00021
4520	MTF1	0,2324	0,0000000025
4521	NUDT1	-0,2138	0,00011
4522	MTHFD1	-0,4534	0,000000002
4524	MTHFR	-0,0112	0,33
4528	MTIF2	0,0655	0,25
4534	MTM1	0,1009	0,0015
4542	MYO1F	0,2014	0,00011
4543	MTNR1A	0,058	0,037
4544	MTNR1B	-0,0462	0,14
4547	MTTP	0,0353	0,24
4548	MTR	0,1166	0,072
4552	MTRR	0,0068	0,18
4580	MTX1	0,0916	0,027
4582	MUC1	0,0448	0,19
4583	MUC2	0,0142	0,71
4584	MUC3A	0,0004	0,25
4585	MUC4	-0,0041	0,00023
4586	MUC5AC	0,0138	0,36
4589	MUC7	-0,0079	0,48
4590	MUC8	-0,0224	0,54
4591	TRIM37	-0,4749	0,00000035
4593	MUSK	-0,0318	0,0083
4594	MUT	0,1104	0,00043
4595	MUTYH	0,222	0,00000087
4597	MVD	-0,0463	0,3
4598	MVK	0,0056	0,0017
4599	MX1	0,1816	0,014
4600	MX2	0,0288	0,58
4601	MXI1	0,3724	0,0000000057
4602	MYB	-0,0064	0,48
4603	MYBL1	0,2234	0,0000011
4604	MYBPC1	0,9472	0,0000001
4605	MYBL2	-0,0214	0,37
4606	MYBPC2	0,0268	0,46
4607	MYBPC3	-0,0199	0,59
4608	MYBPH	-0,0257	0,67
4609	MYC	0,0198	0,21
4610	MYCL1	-0,0987	0,002
4613	MYCN	-0,0078	0,016
4615	MYD88	0,1014	0,073
4616	GADD45B	0,1851	0,061
4617	MYF5	-0,0719	0,068
4618	MYF6	-0,0255	0,48
4619	MYH1	-0,009	0,65
4620	MYH2	0,0048	0,86
4621	MYH3	0,0328	0,15
4622	MYH4	-0,0112	0,62
4624	MYH6	-0,0317	0,002
4625	MYH7	-0,0999	0,002
4626	MYH8	0,0289	0,2
4627	MYH9	0,027	0,61
4628	MYH10	-0,4115	0,0000000000037
4629	MYH11	0,0804	0,0026
4632	MYL1	-0,0582	0,3
4633	MYL2	0,0035	0,93
4634	MYL3	0,0713	0,012
4635	MYL4	0,0274	0,23
4636	MYL5	-0,0535	0,11
4637	MYL6	0,2349	0,0000012
4638	MYLK	0,5825	0,000000071
4640	MYO1A	0,063	0,16
4641	MYO1C	0,0726	0,00067
4642	MYO1D	-0,0052	0,96
4643	MYO1E	0,276	0,000027
4644	MYO5A	-0,3162	0,0000000049
4645	MYO5B	-0,0404	0,19
4646	MYO6	0,2475	0,00018
4647	MYO7A	0,0097	0,016
4648	MYO7B	0,0148	0,048
4649	MYO9A	-0,0252	0,067
4650	MYO9B	0,0575	0,00051
4651	MYO10	0,2514	0,00000000064
4653	MYOC	-0,0248	0,61
4654	MYOD1	-0,0355	0,36
4656	MYOG	-0,0994	0,083
4659	PPP1R12A	-0,0132	0,017
4660	PPP1R12B	-0,0528	0,037
4661	MYT1	-0,0542	0,14
4664	NAB1	0,1379	0,0000000029
4665	NAB2	-0,0861	0,0042
4666	NACA	-0,0422	0,002
4668	NAGA	0,0632	0,11
4669	NAGLU	0,0388	0,035
4670	HNRPM	0,0971	0,0043
4671	NAIP	0,2574	0,000036
4673	NAP1L1	0,0589	0,0071
4674	NAP1L2	-0,7009	0,00000076
4675	NAP1L3	-0,4323	0,00023
4676	NAP1L4	0,0251	0,19
4677	NARS	-0,1226	0,0083
4678	NASP	0,3217	0,00000024
4680	CEACAM6	-0,0107	0,69
4681	NBL1	0,0027	0,79
4682	NUBP1	0,0763	0,061
4683	NBN	0,0074	0,35
4684	NCAM1	-0,0183	0,0074
4685	NCAM2	0,1103	0,0048
4686	NCBP1	-0,0085	0,24
4688	NCF2	-0,0695	0,0042
4689	NCF4	0,0262	0,26
4690	NCK1	0,0302	0,00066
4691	NCL	0,0335	0,56
4692	NDN	-0,356	0,00047
4693	NDP	0,2305	0,0033
4694	NDUFA1	-0,2583	0,00012
4695	NDUFA2	-0,0975	0,029
4696	NDUFA3	-0,2784	0,00011
4697	NDUFA4	-0,5759	0,000000065
4698	NDUFA5	-0,2529	0,000085
4700	NDUFA6	-0,1656	0,0016
4701	NDUFA7	-0,2161	0,00046
4702	NDUFA8	-0,414	0,000000062
4703	NEB	-0,023	0,51
4704	NDUFA9	-0,0879	0,058
4705	NDUFA10	-0,1584	0,0074
4706	NDUFAB1	-0,4384	0,000024
4707	NDUFB1	-0,2411	0,00041
4708	NDUFB2	-0,2985	0,00000012
4709	NDUFB3	-0,1601	0,026
4710	NDUFB4	-0,1417	0,00024
4711	NDUFB5	-0,3757	0,0000002
4712	NDUFB6	-0,3175	0,0000083
4713	NDUFB7	-0,0299	0,22
4714	NDUFB8	-0,1201	0,00000002
4715	NDUFB9	-0,2439	0,00052
4716	NDUFB10	-0,3574	0,0000036
4717	NDUFC1	-0,1374	0,0014
4718	NDUFC2	-0,0815	0,006
4719	NDUFS1	-0,2154	0,0014
4720	NDUFS2	-0,1374	0,012
4722	NDUFS3	-0,2188	0,000000079
4723	NDUFV1	-0,1105	0,057
4724	NDUFS4	-0,3655	0,00021
4725	NDUFS5	-0,3314	0,000046
4726	NDUFS6	-0,0133	0,84
4728	NDUFS8	-0,1427	0,000000068
4729	NDUFV2	-0,3828	0,0000026
4731	NDUFV3	-0,1065	0,013
4733	DRG1	-0,1024	0,0017
4734	NEDD4	0,0421	0,11
4735	SEPT2	0,1435	0,0000027
4736	RPL10A	-0,0215	0,14
4738	NEDD8	-0,3012	0,0000083
4739	NEDD9	0,08	0,14
4741	NEFM	-0,7173	0,00000000076
4744	NEFH	-0,5312	0,000004
4745	NELL1	-0,1302	0,04
4747	NEFL	-1,5457	0,0000000019
4750	NEK1	0,1429	0,00014
4751	NEK2	-0,0236	0,085
4752	NEK3	0,2288	0,0017
4753	NELL2	-0,7018	0,000000045
4756	NEO1	0,2692	0,000000000000057
4758	NEU1	-0,147	0,00027
4759	NEU2	0,071	0,064
4760	NEUROD1	0,0053	0,37
4761	NEUROD2	0,0254	0,57
4762	NEUROG1	-0,0465	0,24
4763	NF1	-0,0159	0,00000076
4771	NF2	-0,0219	0,013
4772	NFATC1	0,0998	0,000000018
4773	NFATC2	0,013	0,26
4774	NFIA	0,5372	0,00000000000064
4775	NFATC3	0,0653	0,000073
4776	NFATC4	0,0853	0,0033
4778	NFE2	0,0158	0,57
4779	NFE2L1	0,096	0,00096
4780	NFE2L2	0,3452	0,00009
4781	NFIB	0,2876	0,00000000014
4782	NFIC	0,2457	0,0000000000029
4783	NFIL3	0,0471	0,76
4784	NFIX	0,1915	0,00000000000023
4790	NFKB1	0,0812	0,047
4791	NFKB2	0,0183	0,19
4792	NFKBIA	0,8399	0,00000074
4793	NFKBIB	0,1142	0,00023
4794	NFKBIE	0,1651	0,000005
4795	NFKBIL1	-0,0412	0,3
4796	NFKBIL2	0,0306	0,51
4798	NFRKB	-0,0547	0,00091
4799	NFX1	-0,0103	0,0036
4800	NFYA	0,0905	0,000068
4801	NFYB	0,029	0,3
4802	NFYC	-0,0719	0,0000021
4803	NGFB	-0,0553	0,37
4804	NGFR	0,0626	0,34
4807	NHLH1	-0,1368	0,0029
4808	NHLH2	0,1234	0,0000085
4809	NHP2L1	-0,1082	0,000069
4810	NHS	0,058	0,021
4811	NID1	-0,0397	0,041
4814	NINJ1	0,2627	0,00000021
4815	NINJ2	0,1604	0,18
4817	NIT1	0,0248	0,36
4818	NKG7	0,0481	0,29
4820	NKTR	0,1689	0,000042
4821	NKX2-2	0,3409	0,0039
4824	NKX3-1	0,0068	0,0011
4825	NKX6-1	-0,0188	0,61
4826	NNAT	-0,3414	0,000021
4828	NMB	0,1794	0,00011
4829	NMBR	-0,0206	0,62
4830	NME1	-0,2873	0,000000098
4831	NME2	-0,1364	0,0017
4832	NME3	-0,0346	0,00004
4833	NME4	0,0932	0,098
4835	NQO2	0,0829	0,19
4836	NMT1	0,1776	0,0000039
4837	NNMT	0,1101	0,00041
4838	NODAL	-0,0064	0,17
4839	NOL1	0,0569	0,26
4841	NONO	0,0003	0,0033
4842	NOS1	-0,2334	0,00000011
4843	NOS2A	-0,2024	0,000014
4846	NOS3	0,1204	0,05
4848	CNOT2	0,0755	0,00055
4849	CNOT3	0,0401	0,02
4850	CNOT4	0,0125	0,00065
4851	NOTCH1	0,2892	0,00000000000023
4852	NPY	-0,4053	0,01
4853	NOTCH2	0,3985	0,0000000022
4854	NOTCH3	0,1327	0,00031
4855	NOTCH4	0,0445	0,071
4856	NOV	-0,0808	0,042
4857	NOVA1	-0,0696	0,029
4858	NOVA2	-0,1703	0,000014
4860	NP	0,1369	0,042
4861	NPAS1	-0,0211	0,4
4862	NPAS2	-0,3066	0,0000000007
4863	NPAT	-0,0064	0,28
4864	NPC1	0,0976	0,00046
4867	NPHP1	0,0285	0,09
4868	NPHS1	-0,0345	0,44
4869	NPM1	0,0179	0,055
4878	NPPA	-0,002	0,97
4879	NPPB	-0,0685	0,15
4880	NPPC	-0,0577	0,074
4881	NPR1	0,0437	0,036
4882	NPR2	-0,0747	0,015
4883	NPR3	-0,0104	0,48
4884	NPTX1	-0,8324	0,0000000016
4885	NPTX2	0,251	0,2
4886	NPY1R	-0,713	0,000000059
4887	NPY2R	0,002	0,57
4888	NPY6R	-0,0586	0,31
4889	NPY5R	-0,3146	0,00000021
4891	SLC11A2	0,0993	0,0055
4892	NRAP	-0,0609	0,053
4893	NRAS	0,0136	0,8
4897	NRCAM	-0,0371	0,088
4898	NRD1	0,0421	0,15
4899	NRF1	0,0511	0,000011
4900	NRGN	-1,3299	0,000000000049
4901	NRL	0,0022	0,48
4902	NRTN	0,0312	0,052
4904	YBX1	0,1129	0,00041
4905	NSF	-0,9303	0,00000025
4907	NT5E	0,0077	0,9
4908	NTF3	0,0601	0,15
4909	NTF5	-0,0054	0,89
4913	NTHL1	-0,1973	0,00032
4914	NTRK1	-0,09	0,052
4915	NTRK2	0,1307	0,00000036
4916	NTRK3	-0,2128	0,00000000055
4917	NTN2L	0,0006	0,11
4919	ROR1	0,087	0,017
4920	ROR2	0,0199	0,34
4921	DDR2	0,3987	0,000000022
4922	NTS	0,2173	0,076
4923	NTSR1	-0,0069	0,86
4924	NUCB1	0,0587	0,0018
4925	NUCB2	-0,178	0,024
4926	NUMA1	0,1902	0,00000000015
4927	NUP88	0,0082	0,00045
4928	NUP98	0,126	0,0000035
4929	NR4A2	0,1282	0,091
4931	NVL	0,0508	0,14
4935	GPR143	0,0076	0,86
4938	OAS1	-0,0121	0,33
4939	OAS2	-0,0228	0,14
4940	OAS3	-0,0196	0,66
4942	OAT	-0,23	0,0083
4943	TBC1D25	-0,0703	0,000038
4946	OAZ1	-0,2432	0,000055
4947	OAZ2	-0,0796	0,0036
4948	OCA2	-0,0994	0,035
4950	OCLN	0,0308	0,31
4951	LOC4951	-0,0204	0,63
4952	OCRL	-0,1604	0,00079
4953	ODC1	0,3919	0,0000094
4956	ODF1	-0,0398	0,3
4957	ODF2	0,1309	0,0042
4958	OMD	-0,0153	0,44
4967	OGDH	0,1464	0,0018
4968	OGG1	0,0023	0,23
4969	OGN	-0,0139	0,64
4973	OLR1	0,059	0,48
4974	OMG	-0,1281	0,00073
4975	OMP	0,0097	0,76
4976	OPA1	-0,4003	0,0000000018
4978	OPCML	-0,5096	0,0000014
4982	TNFRSF11B	0,2128	0,0019
4983	OPHN1	0,0768	0,11
4985	OPRD1	-0,0232	0,58
4986	OPRK1	-0,6278	0,000000034
4987	OPRL1	-0,1418	0,00013
4988	OPRM1	-0,0789	0,038
4990	SIX6	0,0149	0,65
4991	OR1D2	-0,0695	0,079
4992	OR1F1	-0,0001	1
4993	OR2C1	0,0145	0,74
4994	OR3A1	0,0053	0,86
4995	OR3A2	-0,0544	0,16
4998	ORC1L	-0,0198	0,45
4999	ORC2L	0,0309	0,55
5000	ORC4L	-0,0158	0,0058
5001	ORC5L	-0,154	0,0000017
5002	SLC22A18	0,0133	0,7
5004	ORM1	-0,0556	0,048
5005	ORM2	0,0171	0,64
5007	OSBP	-0,1063	0,005
5008	OSM	0,0237	0,048
5009	OTC	-0,0835	0,16
5010	CLDN11	0,2206	0,01
5013	OTX1	-0,0233	0,47
5015	OTX2	0,037	0,034
5016	OVGP1	-0,0564	0,2
5017	OVOL1	0,0344	0,26
5018	OXA1L	-0,1048	0,032
5019	OXCT1	-0,2621	0,000000064
5020	OXT	0,0758	0,57
5021	OXTR	-0,012	0,88
5023	P2RX1	-0,0025	0,95
5024	P2RX3	-0,0048	0,87
5025	P2RX4	0,0852	0,036
5026	P2RX5	-0,3816	0,00000043
5027	P2RX7	0,4499	0,00018
5028	P2RY1	-0,0867	0,0016
5029	P2RY2	0,0104	0,78
5030	P2RY4	0,0034	0,94
5031	P2RY6	0,0213	0,55
5032	P2RY11	0,0397	0,32
5033	P4HA1	0,2669	0,0026
5034	P4HB	0,1479	0,0017
5036	PA2G4	-0,0206	0,034
5037	PEBP1	-0,1218	0,0023
5042	PABPC3	0,2417	0,00026
5045	FURIN	-0,024	0,67
5046	PCSK6	0,0884	0,035
5047	PAEP	0,0228	0,53
5048	PAFAH1B1	-0,2838	0,00024
5049	PAFAH1B2	-0,0753	0,094
5050	PAFAH1B3	-0,1122	0,0023
5051	PAFAH2	0,0504	0,043
5052	PRDX1	0,2825	0,000033
5053	PAH	0,0683	0,000014
5054	SERPINE1	-0,0039	0,9
5055	SERPINB2	-0,0254	0,53
5058	PAK1	-0,2921	0,000000091
5062	PAK2	0,2483	0,000000017
5064	PALM	-0,2041	0,0003
5066	PAM	-0,5703	0,0000000024
5067	CNTN3	0,1784	0,25
5068	REG3A	0,0069	0,78
5069	PAPPA	-0,0128	0,24
5071	PARK2	-0,135	0,00077
5073	PARN	0,0702	0,086
5074	PAWR	0,0849	0,00073
5075	PAX1	0,0717	0,018
5076	PAX2	0,0414	0,12
5077	PAX3	0,0051	0,53
5078	PAX4	-0,0411	0,057
5079	PAX5	-0,0115	0,78
5080	PAX6	0,67	0,0000000057
5081	PAX7	0,0041	0,9
5082	PDCL	0,0831	0,000088
5083	PAX9	0,0231	0,48
5087	PBX1	-0,0093	0,24
5089	PBX2	-0,0912	0,032
5090	PBX3	-0,266	0,0000000013
5091	PC	0,0722	0,087
5092	PCBD1	0,1045	0,0044
5093	PCBP1	-0,0042	0,95
5094	PCBP2	0,1165	0,0000014
5095	PCCA	0,0201	0,0086
5096	PCCB	-0,0314	0,59
5097	PCDH1	-0,0455	0,0067
5098	PCDHGC3	-0,0083	0,26
5099	PCDH7	-0,2026	0,00000095
5100	PCDH8	-1,3122	0,000000071
5101	PCDH9	0,5018	0,000000015
5104	SERPINA5	0,3234	0,000047
5105	PCK1	-0,4034	0,000000000093
5106	PCK2	0,1741	0,00018
5108	PCM1	0,0374	0,0024
5110	PCMT1	-0,6013	0,0000027
5111	PCNA	0,0958	0,18
5113	PCNAP	-0,0079	0,62
5116	PCNT	-0,2115	0,00000000056
5118	PCOLCE	0,0453	0,22
5119	CHMP1A	0,0932	0,011
5121	PCP4	-1,2531	0,000000000048
5122	PCSK1	-0,5411	0,000000079
5125	PCSK5	0,1334	0,000000005
5126	PCSK2	-1,0568	0,0000000000045
5127	PCTK1	-0,2126	0,000000086
5128	PCTK2	-0,2691	0,000017
5129	PCTK3	0,4244	0,00049
5130	PCYT1A	0,1094	0,00000000017
5132	PDC	-0,0383	0,14
5133	PDCD1	-0,0172	0,75
5134	PDCD2	-0,0662	0,0019
5136	PDE1A	-0,0273	0,16
5137	PDE1C	0,0547	0,074
5138	PDE2A	-0,863	0,00000000043
5139	PDE3A	0,0128	0,72
5140	PDE3B	-0,028	0,0033
5141	PDE4A	-0,1506	0,000041
5142	PDE4B	-0,2366	0,0058
5143	PDE4C	0,0417	0,0000024
5144	PDE4D	-0,0125	0,00034
5145	PDE6A	0,0213	0,69
5146	PDE6C	-0,0225	0,24
5147	PDE6D	-0,0714	0,0017
5148	PDE6G	-0,019	0,59
5149	PDE6H	-0,0306	0,31
5150	PDE7A	0,032	0,097
5151	PDE8A	-0,0574	0,067
5152	PDE9A	-0,074	0,033
5153	PDE1B	-0,892	0,000000000009
5154	PDGFA	0,1951	0,0000041
5155	PDGFB	-0,0257	0,076
5156	PDGFRA	0,0142	0,0049
5157	PDGFRL	0,0157	0,72
5158	PDE6B	0,0838	0,0068
5159	PDGFRB	0,245	0,00011
5160	PDHA1	-0,1125	0,0032
5161	PDHA2	0,0377	0,36
5162	PDHB	-0,2539	0,00006
5163	PDK1	-0,0611	0,27
5164	PDK2	-0,3407	0,000000000022
5165	PDK3	-0,0968	0,0045
5166	PDK4	0,4948	0,0000029
5167	ENPP1	0,0437	0,085
5168	ENPP2	0,0019	0,48
5169	ENPP3	-0,0142	0,19
5170	PDPK1	-0,2069	0,000000014
5172	SLC26A4	0,0188	0,31
5173	PDYN	-1,162	0,00000001
5174	PDZK1	-0,0384	0,077
5175	PECAM1	0,1454	0,0075
5176	SERPINF1	0,0255	0,6
5178	PEG3	-0,8215	0,000000099
5179	PENK	-1,3859	0,00000075
5184	PEPD	0,1178	0,0011
5187	PER1	0,1123	0,0055
5188	PET112L	0,0222	0,6
5189	PEX1	-0,049	0,15
5190	PEX6	0,1467	0,053
5191	PEX7	0,0095	0,5
5192	PEX10	-0,0264	0,16
5193	PEX12	0,0936	0,016
5194	PEX13	-0,0081	0,81
5195	PEX14	-0,1369	0,00033
5196	PF4	0,0243	0,54
5197	PF4V1	-0,0125	0,45
5198	PFAS	-0,0582	0,019
5199	CFP	-0,0435	0,39
5201	PFDN1	-0,1758	0,0000035
5202	PFDN2	-0,1758	0,0064
5203	PFDN4	-0,0992	0,0029
5204	PFDN5	0,0069	0,78
5205	ATP8B1	0,0545	0,068
5207	PFKFB1	0,0095	0,18
5208	PFKFB2	0,2247	0,00042
5209	PFKFB3	0,5542	0,0000037
5210	PFKFB4	0,0758	0,000049
5211	PFKL	0,0674	0,023
5212	VIT	0,0089	0,81
5213	PFKM	-0,2946	0,0000082
5214	PFKP	0,177	0,096
5216	PFN1	0,1511	0,017
5217	PFN2	-0,311	0,000018
5218	PFTK1	-0,1035	0,0000014
5223	PGAM1	-0,2163	0,00014
5224	PGAM2	0,3578	0,0000013
5225	PGC	0,0415	0,33
5226	PGD	-0,0344	0,53
5228	PGF	0,159	0,0000071
5229	PGGT1B	0,1017	0,00039
5230	PGK1	-0,2612	0,000047
5232	PGK2	0,017	0,6
5236	PGM1	0,0746	0,00025
5238	PGM3	-0,0121	0,091
5239	PGM5	0,0861	0,021
5241	PGR	0,0171	0,57
5243	ABCB1	0,1469	0,019
5244	ABCB4	-0,0078	0,85
5245	PHB	0,0363	0,0007
5250	SLC25A3	-0,2476	0,00056
5251	PHEX	0,0657	0,031
5252	PHF1	-0,0165	0,0024
5253	PHF2	0,0939	0,0001
5255	PHKA1	0,1617	0,0031
5256	PHKA2	-0,0102	0,29
5257	PHKB	0,0061	0,015
5260	PHKG1	0,2557	0,0000038
5261	PHKG2	0,0681	0,025
5264	PHYH	0,1989	0,008
5265	SERPINA1	0,1354	0,0038
5266	PI3	-0,0164	0,47
5267	SERPINA4	-0,0578	0,3
5268	SERPINB5	0,0069	0,82
5270	SERPINE2	0,1623	0,00059
5271	SERPINB8	0,0061	0,89
5272	SERPINB9	0,0907	0,018
5273	SERPINB10	-0,0708	0,15
5274	SERPINI1	-0,6355	0,000002
5275	SERPINB13	-0,0311	0,043
5276	SERPINI2	0,1039	0,032
5277	PIGA	0,1982	0,000053
5279	PIGC	0,0102	0,62
5280	PIGCP1	-0,0049	0,88
5281	PIGF	0,0868	0,022
5283	PIGH	-0,0918	0,014
5284	PIGR	-0,0132	0,49
5286	PIK3C2A	0,0261	0,0052
5287	PIK3C2B	0,0469	0,42
5288	PIK3C2G	0,0153	0,66
5289	PIK3C3	0,0493	0,00039
5290	PIK3CA	-0,0271	0,0075
5291	PIK3CB	-0,1765	0,00000056
5292	PIM1	0,293	0,000036
5293	PIK3CD	0,058	0,0000015
5294	PIK3CG	0,0054	0,82
5295	PIK3R1	0,2484	0,00013
5296	PIK3R2	-0,1123	0,00011
5297	PI4KA	-0,7813	0,000000007
5298	PI4KB	0,096	0,0000001
5300	PIN1	-0,5242	0,000000011
5303	PIN4	0,0024	0,49
5304	PIP	0,0407	0,29
5305	PIP4K2A	0,3223	0,000026
5306	PITPNA	-0,0634	0,16
5307	PITX1	0,0648	0,0049
5308	PITX2	-0,0122	0,52
5309	PITX3	0,0102	0,85
5310	PKD1	-0,1191	0,00032
5311	PKD2	0,3128	0,000018
5313	PKLR	0,0116	0,35
5314	PKHD1	0,0078	0,78
5315	PKM2	-0,1723	0,018
5316	PKNOX1	-0,0151	0,063
5317	PKP1	-0,0439	0,066
5318	PKP2	-0,0826	0,00046
5319	PLA2G1B	-0,0267	0,17
5320	PLA2G2A	0,0483	0,15
5321	PLA2G4A	0,0487	0,31
5322	PLA2G5	0,0291	0,12
5324	PLAG1	0,0827	0,0019
5325	PLAGL1	-0,0279	0,35
5326	PLAGL2	0,0163	0,42
5327	PLAT	0,1185	0,18
5328	PLAU	-0,0308	0,12
5329	PLAUR	0,0275	0,019
5330	PLCB2	-0,0143	0,22
5331	PLCB3	0,1432	0,0032
5332	PLCB4	0,0098	0,16
5333	PLCD1	0,229	0,000033
5334	PLCL1	0,1253	0,21
5335	PLCG1	0,0593	0,00035
5336	PLCG2	0,0163	0,79
5337	PLD1	0,1043	0,00049
5338	PLD2	0,1115	0,0032
5339	PLEC1	0,2472	0,00023
5340	PLG	-0,0005	0,42
5341	PLEK	-0,1733	0,00017
5342	PLGLB2	0,2072	0,0023
5345	SERPINF2	-0,0232	0,58
5346	PLIN	0,499	0,000000031
5347	PLK1	0,0037	0,92
5348	FXYD1	0,4964	0,0000017
5349	FXYD3	0,0684	0,0011
5350	PLN	-0,0117	0,071
5351	PLOD1	0,2283	0,00007
5352	PLOD2	0,6101	0,000011
5354	PLP1	0,1142	0,065
5355	PLP2	-0,0178	0,000000049
5356	PLRG1	-0,0423	0,32
5357	PLS1	0,0128	0,72
5358	PLS3	0,4495	0,00021
5359	PLSCR1	0,1575	0,032
5360	PLTP	0,6852	0,0000045
5361	PLXNA1	0,1213	0,0012
5362	PLXNA2	-0,1889	0,000000000096
5364	PLXNB1	0,2032	0,00000014
5365	PLXNB3	0,2836	0,00025
5366	PMAIP1	0,1347	0,0059
5367	PMCH	0,0967	0,00039
5368	PNOC	0,0206	0,52
5369	PMCHL1	0,0011	0,53
5370	PMCHL2	-0,032	0,052
5371	PML	0,0387	0,000007
5372	PMM1	-0,0904	0,027
5373	PMM2	-0,0556	0,15
5375	PMP2	0,6897	0,000000043
5376	PMP22	0,234	0,019
5378	PMS1	0,0489	0,19
5379	PMS2L1	-0,1062	0,0033
5380	PMS2L2	-0,0716	0,032
5382	PMS2L4	-0,0268	0,55
5383	PMS2L5	-0,0543	0,017
5386	PMS2L8	-0,1195	0,03
5387	PMS2L3	-0,0508	0,11
5393	EXOSC9	-0,0505	0,032
5394	EXOSC10	0,1978	0,00078
5395	PMS2	0,0367	0,41
5396	PRRX1	0,3033	0,0000012
5406	PNLIP	-0,0684	0,079
5407	PNLIPRP1	-0,0038	0,76
5408	PNLIPRP2	-0,0107	0,6
